"run_id";"date";"parent_run_id";"status";"accepted_or_rejected";"main_parameter";"main_from";"main_to";"dependent_parameter";"dependent_from";"dependent_to";"expected_effect";"notes";"run_dir";"decision_type";"accepted_for_followup";"promoted_to_baseline";"validation_phase";"next_validation_phase";"process_reliability_score";"analyst_quality_score";"coordinator_quality_score";"research_effectiveness_score";"overall_agent_score";"research_value";"branch_health";"learning_signal";"stagnation_risk";"main_friction";"recommended_next_action";"strategy_family";"profile_mode";"min_spy_channel_r2";"max_avg_profile_distance";"enable_close_vs_sma50_filter";"max_close_vs_sma50_pct";"top_candidates_next_week";"top_similar_spy_weeks";"w4_status";"w4_requested_weeks";"w4_actual_weeks_run";"w4_depth_ok";"w4_weeks_run";"w4_weeks_traded";"w4_weeks_skipped_by_gates";"w4_weeks_blocked_by_spy_channel_r2_gate";"w4_weeks_blocked_by_avg_profile_distance_gate";"w4_weeks_blocked_by_both_gates";"w4_trades";"w4_wins";"w4_losses";"w4_ties";"w4_win_rate";"w4_avg_net_return_pct";"w4_total_net_pnl_dollars";"w4_spy_compare";"w8_status";"w8_requested_weeks";"w8_actual_weeks_run";"w8_depth_ok";"w8_weeks_run";"w8_weeks_traded";"w8_weeks_skipped_by_gates";"w8_weeks_blocked_by_spy_channel_r2_gate";"w8_weeks_blocked_by_avg_profile_distance_gate";"w8_weeks_blocked_by_both_gates";"w8_trades";"w8_wins";"w8_losses";"w8_ties";"w8_win_rate";"w8_avg_net_return_pct";"w8_total_net_pnl_dollars";"w8_spy_compare";"w24_status";"w24_requested_weeks";"w24_actual_weeks_run";"w24_depth_ok";"w24_weeks_run";"w24_weeks_traded";"w24_weeks_skipped_by_gates";"w24_weeks_blocked_by_spy_channel_r2_gate";"w24_weeks_blocked_by_avg_profile_distance_gate";"w24_weeks_blocked_by_both_gates";"w24_trades";"w24_wins";"w24_losses";"w24_ties";"w24_win_rate";"w24_avg_net_return_pct";"w24_total_net_pnl_dollars";"w24_spy_compare";"w52_status";"w52_requested_weeks";"w52_actual_weeks_run";"w52_depth_ok";"w52_weeks_run";"w52_weeks_traded";"w52_weeks_skipped_by_gates";"w52_weeks_blocked_by_spy_channel_r2_gate";"w52_weeks_blocked_by_avg_profile_distance_gate";"w52_weeks_blocked_by_both_gates";"w52_trades";"w52_wins";"w52_losses";"w52_ties";"w52_win_rate";"w52_avg_net_return_pct";"w52_total_net_pnl_dollars";"w52_spy_compare";"w156_status";"w156_requested_weeks";"w156_actual_weeks_run";"w156_depth_ok";"w156_weeks_run";"w156_weeks_traded";"w156_weeks_skipped_by_gates";"w156_weeks_blocked_by_spy_channel_r2_gate";"w156_weeks_blocked_by_avg_profile_distance_gate";"w156_weeks_blocked_by_both_gates";"w156_trades";"w156_wins";"w156_losses";"w156_ties";"w156_win_rate";"w156_avg_net_return_pct";"w156_total_net_pnl_dollars";"w156_spy_compare"
"EXP_024";"2026-04-08 06:12:13";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_024_260408061211";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_025";"2026-04-08 06:12:28";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_025_260408061226";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_026";"2026-04-08 06:12:43";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_026_260408061242";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_027";"2026-04-08 06:12:59";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_027_260408061257";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_028";"2026-04-08 06:13:14";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_028_260408061312";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_029";"2026-04-08 06:13:30";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_029_260408061328";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_030";"2026-04-08 06:13:45";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_030_260408061343";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_031";"2026-04-08 06:14:01";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_031_260408061358";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_032";"2026-04-08 06:14:15";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_032_260408061414";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_033";"2026-04-08 06:14:31";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_033_260408061429";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_034";"2026-04-08 06:14:46";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_034_260408061444";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_035";"2026-04-08 06:15:02";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_035_260408061500";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_036";"2026-04-08 06:15:17";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_036_260408061515";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_037";"2026-04-08 06:15:32";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_037_260408061530";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_038";"2026-04-08 06:15:48";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_038_260408061546";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_039";"2026-04-08 06:16:03";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_039_260408061601";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_040";"2026-04-08 07:16:32";"EXP_015";"run_ok";"rejected";"TOP_CANDIDATES_NEXT_WEEK";"5.0";"2";"";"";"";"Cambio directo en cantidad de trades semanales.";"decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_040_260408061616";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"";"";"";"";"16";"7";"3";"6";"0,4375";"";"241,6";"2,78184637139";"";"";"";"";"";"24";"";"";"";"";"48";"15";"17";"16";"0,3125";"";"364,8";"1,15457406815";"";"";"";"";"";"34";"";"";"";"";"64";"22";"24";"18";"0,34375";"";"411,4";"0,658706854507";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_041";"2026-04-08 07:16:52";"EXP_015";"blocked_duplicate";"rejected";"TOP_CANDIDATES_NEXT_WEEK";"5.0";"3";"";"";"";"Cambio directo en cantidad de trades semanales.";"Configuracion ya probada en EXP_017_260408040928";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_041_260408071650";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_042";"2026-04-08 08:18:45";"EXP_015";"run_ok";"rejected";"TOP_CANDIDATES_NEXT_WEEK";"5.0";"4";"";"";"";"Cambio directo en cantidad de trades semanales.";"decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_042_260408071705";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"";"";"";"";"32";"13";"10";"9";"0,40625";"";"493,2";"2,84434637139";"";"";"";"";"";"24";"";"";"";"";"96";"27";"37";"32";"0,28125";"";"554,6";"0,789990734819";"";"";"";"";"";"34";"";"";"";"";"128";"43";"48";"37";"0,3359375";"";"990,8922";"0,921350604507";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_043";"2026-04-08 08:19:02";"EXP_015";"blocked_duplicate";"rejected";"TOP_CANDIDATES_NEXT_WEEK";"5.0";"2";"";"";"";"Cambio directo en cantidad de trades semanales.";"Configuracion ya probada en EXP_040_260408061616";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_043_260408081900";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_044";"2026-04-08 09:21:06";"EXP_015";"run_ok";"rejected";"ENABLE_CLOSE_VS_SMA50_FILTER";"False";"True";"MAX_CLOSE_VS_SMA50_PCT";"1.5";"0.5";"Mayor control de calidad del basket.";"decision_type=rejected, promotion_reason=, No supera SPY en 52 semanas., Empeora contra ultima corrida valida en PnL y spy_compare (52w).";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_044_260408081915";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"8";"";"";"";"";"40";"13";"12";"15";"0,325";"";"468,3653";"2,10367387139";"";"";"";"";"";"24";"";"";"";"";"120";"27";"48";"45";"0,225";"";"151,3653";"-0,113150098514";"";"";"";"";"";"34";"";"";"";"";"160";"41";"63";"56";"0,25625";"";"460,3653";"-0,0514612704927";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_045";"2026-04-08 10:38:40";"EXP_015";"run_ok";"rejected";"ENABLE_AVG_PROFILE_DISTANCE_GATE";"False";"True";"MAX_AVG_PROFILE_DISTANCE";"0.2";"0.22";"Filtrado adicional de semanas ruidosas.";"decision_type=rejected, promotion_reason=, Empeora contra ultima corrida valida en PnL y spy_compare (52w).";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_045_260408092120";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"6";"";"";"";"";"30";"15";"9";"6";"0,5";"";"733";"5,42321307184";"";"";"";"";"";"20";"";"";"";"";"100";"33";"37";"30";"0,33";"";"1094,7015";"1,90094525695";"";"";"";"";"";"24";"";"";"";"";"120";"40";"44";"36";"0,333333333333333";"";"1289,7937";"1,59120151997";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_046";"2026-04-08 10:39:01";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_046_260408103858";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_047";"2026-04-08 10:39:24";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_047_260408103922";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_048";"2026-04-08 10:39:47";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_048_260408103943";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_049";"2026-04-08 10:40:05";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_049_260408104003";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_050";"2026-04-08 10:40:27";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_050_260408104024";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_051";"2026-04-08 10:40:47";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_051_260408104044";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"EXP_052";"2026-04-08 10:41:08";"EXP_015";"blocked_no_material_candidate";"rejected";"";"";"";"";"";"";"Sin propuesta valida: se evita emitir no-op.";"No existen candidatos materiales validos luego de agotar capa 1 y capa 2. Ver fallback_candidate_pool_considered para trazabilidad.";"C:\Pythons\ML-Trading\Base_Archivos_SPY\multi_agent_runs\EXP_052_260408104105";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
